smiles,inchikey,group,fold
CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(CO3)O)O)O)OCCC4=CC(=C(C=C4)O)O)CO)OC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O,HZUURLOSYMEMET,1,train
C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3=C(C4=C(C=C3)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O,VXAHTPDZSOTOPQ,2,train
CC1C2C(CC3(C1=CC(=O)O3)O)C4(CCCC(C4C(C2O)OC(=O)C)(C)CO)C,GWEGFCVAOPNYPT,5,train
CCC(C)CC(=O)OC1C(C(C=C(C1=O)CO)O)C(C)C,BUOADWXGPJXKRM,1,val
CC(=O)OCC(C(=C)C(=O)OC1CC(C(C(C1C(=C)C(=O)OC)O)C(=C)CO)(C)C=C)O,XTMCUUVQSGQNSI,2,train
CC1(CC(C(C(C1C(=C)CO)O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O)C=C,PUUYULQKNFTVDK,1,train
CC(=O)OC/C=C(/CO)\C(=O)OC1CC(C(C(C1C(=C)C(=O)OC)O)C(=C)CO)(C)C=C,IWDKJDOUWOTZPS,2,train
CCC(C)/C=C(\C)/C=C/C1=CC2=C(C=N1)C(=O)C(C(=C2Cl)O)(C)OC(=O)C,TYTKCJXGLSJWJW,9,train
CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)OC(=O)C3=CC=C(C=C3)O,ORMBYUPZHHWUEM,10,train
C1=CC(=CC=C1C(=O)OC2C=C(C3C2(C=COC3OC4C(C(C(C(O4)CO)O)O)O)O)CO)O,RUMMZUFGTMKLMC,1,train
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)OC(=O)/C=C/C4=CC=C(C=C4)OC)O,LGFYNKGLEKBLDA,3,train
CC1=CC(=CC(=C1C(=O)OC2C(OC(C2OC(=O)C)N3C=CC(=O)NC3=O)CO)OC)O,ULPUBSPPYRXUOZ,1,train
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)OC5C(C(C(CO5)O)O)O)O)O,UDHCHDJLZGYDDM,2,train
CC(C(CC1=CC=C(C=C1)O)(C(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,FKMASXTUONWHBB,8,test
CC12CC(C(C(C1C(=O)CCC2O)O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O,NOGWCMMYTAXOCY,3,test
C1=CC(=CC=C1C(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O,JLKWLPLEMBUFOD,2,train
CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)C2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC,UPTPSJJNEWBOBD,10,train
CC12CC(C(C(C1C(CCC2O)(CO)O)O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O,RRUQYJBEEQBWGK,2,train
C/C=C(/C)\C(=O)OC(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C(C)(C)O,VJVXQSFKTVUEFY,2,train
C/C=C(/C)\C(=O)OC(C)(C)C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)O,QPQHCRKTYXPSQG,2,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)COC(=O)C)O)O)O)O)O,HRRAIHOSJIFLNS,4,train
C=C(CCO)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OCCC(=C)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC(=C)C(=O)OC3COC(C(C3O)O)COC(=O)C(=C)CCO)O)O)O)O)O)O,AEUAVVIPDJTEFS,9,train
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1O)C)C(=O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,YLGANLNQTUGMCH,2,train
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)O)O)O)O)O)O,ABTNALLHJFCFRZ,4,train
C1=CC=C(C=C1)/C=C/C2=C(C(=CC(=C2)O)O)C(=O)OC3C(C(C(C(O3)CO)O)O)O,WPPYDDRXZLFEFL,4,train
CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)CC(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C,LOTLMZWGLBOKFL,3,train
CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)C(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C,YPZBTERWDWUANF,3,val
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=C(C2=O)C(=CC(=C3OC(=O)C)OC)O)C4=CC(=C(C=C4)O)O)O)O)O,XCQNRWMPPLJRCM,1,train
C/C=C(/C)\C(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O,BAHUBXAYVOCLNA,2,val
CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6(C5CC(C7(C6(CCC7(C(=O)C)O)O)C)OC(=O)C8=CC=CC=C8)O)C)C)C)O)OC)O,AHAVBLFKEFJGPY,10,train
CC(=O)OC1CC2(C3CC=C4C(C3(CCC2(C1C(C)(C(=O)CCC(C)(C)O)O)C)C)CC(C(C4(C)C)O)OC5C(C(C(C(O5)CO)O)O)O)C,VJWYQRXPCZNDKS,5,test
CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/CO)/COC(=O)C)C,GFDOSVZSTRYXMK,5,train
CC(C)C(=O)C(C1=C(C=CC2=C1OC(=O)C=C2)OC)OC(=O)C,VLHOVPZUSXEINR,3,train
CC(=CC(=O)OC(C(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)C(C)(C)O)C,STYCQQCWPHBTIH,1,train
C/C=C(\C)/C(=O)OC(C(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)C(C)(C)O,GFMYIOGFYYHKLA,2,train
CC(C(/C=C/C(C(C1CC=CC(=O)O1)O)O)OC(=O)C)OC(=O)C,RAZHULSADOGMPF,1,train
CC(=O)O[C@@H]1CC2[C@](C=CC(=O)C2(C)C)(C3[C@@]1(C4=CC(=O)C([C@@]4(CC3)C)C5=COC=C5)C)C,KWAMDQVQFVBEAU,5,train
COC(=O)C(=C)[C@@H]1[C@H](C[C@@]2(COC(=O)C(=C)C2[C@H]1O)C=C)OC(=O)C(=C)CO,FZALQGCQQJLGKE,5,val
C[C@@H]1[C@@H]2[C@H](C(C3[C@](CCC[C@@]3(C2C[C@@]4(C1=CC(=O)O4)OC)C)(C)COC(=O)C)OC(=O)C)O,HDDNZVWBRRAOGK,2,train
C/C/1=C\C2C(C(C(/C(=C\CC1)/C=O)OC)OC(=O)C(C)C)C(=C)C(=O)O2,SKCDPGIEMVQDCR,1,train
C/C/1=C/CC/C(=C\[C@@H]2[C@@H]([C@H](C1)OC(=O)/C(=C\COC(=O)C)/CO)C(=C)C(=O)O2)/CO,KJVWRZGLXRPUHV,5,train
COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O,ZPEADZHVGOCGKH,2,train
C1=CC=C(C=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O,REBRERQNUHGTMS,6,train
C1=CC=C(C=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC=C(C=C3)O)O)O)O,BRXADWYLMDAXBU,1,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3(C([C@]2(C)CO)CC[C@@]4(C3CC=C5[C@]4(CC[C@@]6([C@H]5CC(CC6)(C)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)C)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O,HEZIERXQNQUEDU,2,train
C/C/1=C\C2C(CC/C(=C\CC1)/C(=O)OC3C(C(C(C(O3)CO)O)O)O)C(=C)C(=O)O2,SIOXYUXOHTZOOM,5,train
C/C(=C\CO)/CC/C=C(\C)/C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,QZIOPOIUZGGXKI,5,train
C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5(C4[C@@H](C(CC5)(C)C)O)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H]([C@]3(C)CO)O)O)C,CMZFNIMQBCBHEX,1,train
C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5(C4[C@@H](C(CC5)(C)C)O)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H](C3(CO)CO)O)O)C,FSLDBYNJYAUPDI,1,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)OC(=O)/C=C/C6=CC=C(C=C6)O)C7=CC=C(C=C7)O)CO)O)O)O)O)O,UDSPVVBVMAWQTL,5,test
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=C(C=C6)O)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)OC(=O)C)O)O)O)O)O)O)O,QTJRRBYZPWQMKO,5,val
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)OC(=O)C)OC(=O)C)OC(=O)C)O)O)O)O)OC(=O)C,OTAFZEHRJNHBDI,10,train
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O,PXGWEUQZDRUMRE,1,val
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O,JFLAOPHOUGDFGC,2,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O,KTTNFIOZYNBKEY,1,test
C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O,WKIHBIBUCQPPBY,2,train
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(C=C(C=C2)C3C4COC(C4CO3)C5=CC(=C(C=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)C)O)O)O)OC)OC)O)O)O,PYWZXKKFHNJUIQ,8,train
C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C/C(=O)C4=C(C=C(C=C4)O)O)O)O)O)O,FCYCVETXTGWXBR,3,test
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O)O)O,YPFUHFNAEWURDN,6,test
C1=CC(=CC=C1/C=C/C(=O)C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)O)O)O)O)O,MXLIDYXKRCYRPL,1,train
C[C@@H]1C[C@@H]([C@@]2([C@@H]([C@@]1(C)CC[C@@](C)(C=C)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)C)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)O)O)CCC=C2C)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)C)O)O)O)O)O,YGAXNRUXTMXSJA,10,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC=C(C=C6)O)O)O)O)O)O,KAJMZANRKFVVKV,1,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C(=C(C(=C3)O)O)OC(=C(C4=O)O)C5=CC(=C(C=C5)O)OC)COC(=O)C)O)O)O)O)O,KBHXFAMQPPWLFT,2,train
C=C(C(CO)O)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)/C=C/C2=CC=CC=C2)O)O)O,MYWZGSROPRXVPM,8,train
COC1=C(C=C(C=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(CCC3=CC=C(C=C3)O)CC(=O)CCC4=CC=C(C=C4)O)O)O)O)OC,FRZOQPPWSKEZAA,2,train
COC1=C(C=C(C=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(CCC3=CC(=C(C=C3)O)O)CC(=O)CCC4=CC(=C(C=C4)O)O)O)O)O)OC,QXXKEARZEYWTST,2,val
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O,DJBWDHVUJCXYBH,2,val
C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)OC(=O)/C=C/C4=CC=C(C=C4)O)O)CO)OC(=O)/C=C/C5=CC=C(C=C5)O)O)O)O,SMVZSPTUXANNGQ,10,train
CC(CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O)O)C3(CC(=O)OC3)O,YNPOIPFNQJKGQJ,8,test
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)CO)O)O)O,FHIJMQWMMZEFBL,4,train
CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@H]1OC(=O)CCCCC)OC[C@@H]([C@@H](CO)O)O)COC(=O)C)OC(=O)C,QGQSOVLOEOVNRW,1,train
CCCCCC(=O)O[C@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]([C@@H](CO)O)O)COC(=O)C)OC(=O)C)OC(=O)CCCCCCCCCCCCCO,QYCCCSUFDHWKRW,1,train
CCCC(=O)O[C@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]([C@@H](CO)O)O)COC(=O)C)OC(=O)C)OC(=O)CCCCCCCCCCCCCO,ORXMVTNKIKCWMQ,2,train
C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)COC(=O)C3=CC=CC=C3)O)O)O,RXRSNDCGNOOFLH,3,train
C1=C(C=C(C(=C1O)O)O)C(=O)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)CO)O,MACFXELYCBWKGT,2,val
C1=C(C=C(C(=C1O)O)O)C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)CO,XFLTYUCKJRFDOU,10,train
C[C@H]1[C@@H]([C@H]([C@H](C(O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O)O,FNMHEHXNBNCPCI,1,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCC3=CC(=C(C=C3)O)O)CO)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)OC5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)O)O)O,IGQSSJMCEJLHAO,1,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)/C=C/C3=CC=CC=C3)O)O)O)OC(=O)/C=C/C4=CC=CC=C4)O)O,OWWJIYCJJLVSON,2,train
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,SDRRSTAVRUERNC,2,test
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O)O)O,NPVUMVVTBDKDDD,10,train
CC1=CC(=CC(=C1C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]2OC(=O)C)N3C=CC(=O)NC3=O)CO)OC)OC,MAWCJLLSYLMLHT,1,train
CC1=CC(=CC(=C1C(=O)O[C@@H]2[C@@H]([C@H](O[C@H]2N3C=CC(=O)NC3=O)CO)O)OC)OC,DOVSRUBRIYLZCI,1,test
C/C=C(\C)/C[C@H](C)C[C@H](C)[C@@H]1C(C=CC(=O)O1)OC(=O)/C=C/C(=C/[C@H](CCO)CO)/C,OHRGHFXATDKGOV,10,train
C[C@H](C[C@@H]1CC=CC(=O)O1)OC(=O)CCC2=CC(=C(C=C2)O)O,DEJPAJWPCTUPPL,6,train
CC(C)CC(=O)OCC1=CO[C@H](C2C1C[C@@H]([C@]23CO3)OC(=O)C)OC(=O)CC(C)C,PHHROXLDZHUIGO,3,train
CC(C)CC(=O)OC1C2C(CC(C2(COC(=O)C)O)OC(=O)C)C(=CO1)COC3C(C(C(C(O3)CO)O)O)OC(=O)C,CPMZLIRNESDGDD,8,val
C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O[C@H]3C[C@H]4[C@@H]([C@H]3C)[C@@H](OC=C4C(=O)OC)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)OC(=O)C,YDHSGSSEZHFAJJ,6,test
CC(C(C)(C(=O)O[C@@H]1CC[C@@]2(CC(=O)C(=C(C)C)C[C@H]2[C@]1(C)OC(=O)C)C)O)OC(=O)C,LUNCZNVVYHFMOQ,6,train
C/C=C(\C)/C(=O)O[C@@H]1[C@H]([C@H](C=C(C1=O)CO)OC(=O)C)C(C)C,NUENJLVLKHHYJS,3,val
CCC(C)C(=O)O[C@@H]1[C@H](C(=C)[C@@H]([C@H]2[C@H]([C@](C[C@@]2(C(=O)[C@@H](/C=C/C(C1=O)(C)C)C)OC(=O)C)(C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,KLSSFMQBLMDBRQ,3,train
CC(C)CC(=O)OC1C2C(C3C(C2(CO)O)O3)C(=CO1)COC4C(C(C(C(O4)CO)O)O)O,CHSDMOZSQFIUGK,1,train
COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,RMSKZOXJAHOIER,2,val
COC1=C(C=C(C=C1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,LRHHPZILMPIMIY,2,train
C/C(=C\CC[C@@](C)(C=C)O)/C(=O)O[C@@H]1[C@H]2[C@](O2)([C@@H]3[C@]1(C=CO[C@H]3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C,PRWWZXHOHQRKDQ,9,val
CC(=C)C(=O)OC1CC(CCC/C(=C/C2C1C(=C)C(=O)O2)/CO)CO,RJHSXEZOOUJAQE,4,train
C1=CC=C(C=C1)CCCCCCCCC(=O)C2=C(C=C(C=C2O)O)O,OOGZWXIAHJKVAH,5,test
COC(=O)C(=C)CCCCCCCC(=O)O,ZUNJWEGRDSXKIO,2,train
COC1=C2C(=CC3=C1OCO3)OC=C(C2=O)C4=CC=C(C=C4)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O,FIMKKXUVGBDUNE,2,test
COC1=C2C(=CC3=C1OCO3)OC=C(C2=O)C4=CC=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,MLRDPISQDDYRHC,3,test
CC12CCCC(C1CC(C3=C2C=CC(=C3)C(C)(C)O)O)(C)C(=O)O,ALGYTGOYQATWBA,1,train
CC1=CC(OC1=O)CC2(C(O2)COC3=C4C(=CC5=C3OC=C5)C=CC(=O)O4)C,CISFAPDYRQPRCZ,4,val
COC1=CC(=CC(=C1O)OC)C2C3C(CC4=C(C5=C(C=C24)OCO5)OC6C(C(C(C(O6)CO)O)O)O)COC3=O,HUCNZRPYZDCCEF,1,train
C(CCCC(=O)O)CCCC(=O)OCC(CO)O,BQRISQXLSXCXSC,5,test
CC(C)(C(CC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O,CRAONLIHLOSKGE,3,test
C[C@@]12CCC3[C@@]4([C@H](C(C5(C(C4=O)CC3(C1=CC(=O)O[C@H]2C6=COC=C6)O5)O)(C)C)CC(=O)OC)C,URGZBBCARSDFSL,7,train
CC1=CC(OC1=O)C/C(=C/COC2=C(C3=C(C=C2)C=CC(=O)O3)OC)/C,QUKDLMFYXITHBM,2,train
COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,RVWWDDKOKZXKCJ,1,train
CC1=CC(=O)C(C2(C1CC3C(C2)OC(=O)C3=C)C)O,XAFJIIZCMNHLRS,3,train
CC(CCCCC(=O)C(C)NC(=O)C)C(=O)O,UALLEVOGEQZKSX,4,train
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,FYTOTHFWELWOCG,1,train
CC/C=C/CC1=C(CCC1=O)CCCCCCCC(=O)O,RHVWQVSLVMXMBR,2,train
CC(C)(C1CC2=C(O1)C=CC3=C2OC(=O)C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,UCJHITBUIWHISE,2,train
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,NDSUKTASTPEKBX,2,train
C1=CC(=CC=C1[C@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O)O,YOGANETYFUQWIM,1,val
CC(C)(C(CC1=C(C=CC2=C1OC(=O)C=C2)OC)O)OC,VRCXJKSBSNVDFC,1,train
CC(=C)C(C(C1=C(C=CC2=C1OC(=O)C=C2)OC)OC)O,DBPWCIPDCMVUFT,1,train
CC1(C=CC2=C(O1)C=CC3=C2OC(=CC3=O)C4=CC=CC=C4)C,RBKWJAHRWPDNPM,2,test
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C,YIKKMWSQVKJCOP,2,train
COC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,KSVVGBSBNPMXJF,1,train
COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)O,IPRIGHIBTRMTDP,1,train
CC1=C(C(=O)OC1)C2=C(C=CC3=C2OC(=O)C=C3)OC,AZYVCLJYWIHOAD,2,train
CC(C)(C(C(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)O)O,PCSZTTAMZGNQNB,2,train
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,MQGPSCMMNJKMHQ,1,val
COC1=CC(=CC2=C1C(=O)CC(O2)C3=CC=C(C=C3)O)O,CWZLMWSCLBFCBY,1,train
C1C(OC2=C(C1=O)C(=CC(=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O,MFQIWHVVFBCURA,1,val
COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(O2)C=C(C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,FLSOTPIEFVBPBU,2,train
CC(C)C1(CCC2C(=C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C)O,UFEHYRPBLFGEJW,4,test
CC12CCCC(C1CCC3C2=CC(=O)C(C3)(C)C=C)(C)C(=O)O,VNOMXNULTAUIDL,2,train
